0.002032464,0.001563001,0.001515991,0.001494188,0.001487569,0.001483638,0.001477611,0.001475539,0.00141943,0.000180792,-3.939825e-06,1.535858e-06
0.001563001,0.001202137,0.001166014,0.001149268,0.001144186,0.00114117,0.001136552,0.001134969,0.001091815,0.0001390639,-3.030485e-06,1.181371e-06
0.001515991,0.001166014,0.00113099,0.001114756,0.001109831,0.001106908,0.001102435,0.001100905,0.001059048,0.0001348904,-2.939536e-06,1.145916e-06
0.001494188,0.001149268,0.001114756,0.001098761,0.00109391,0.001091032,0.001086627,0.001085122,0.001043866,0.0001329567,-2.897398e-06,1.12949e-06
0.001487569,0.001144186,0.001109831,0.00109391,0.001089081,0.001086216,0.001081834,0.001080336,0.001039263,0.0001323704,-2.884621e-06,1.124509e-06
0.001483638,0.00114117,0.001106908,0.001091032,0.001086216,0.00108336,0.00107899,0.001077498,0.001036533,0.0001320227,-2.877043e-06,1.121555e-06
0.001477611,0.001136552,0.001102435,0.001086627,0.001081834,0.00107899,0.001074642,0.001073158,0.001032359,0.0001314911,-2.865458e-06,1.117038e-06
0.001475539,0.001134969,0.001100905,0.001085122,0.001080336,0.001077498,0.001073158,0.001071677,0.001030935,0.0001313097,-2.861506e-06,1.115498e-06
0.00141943,0.001091815,0.001059048,0.001043866,0.001039263,0.001036533,0.001032359,0.001030935,0.01061315,0.00486931,0.0004265262,9.337842e-05
0.000180792,0.0001390639,0.0001348904,0.0001329567,0.0001323704,0.0001320227,0.0001314911,0.0001313097,0.00486931,0.003564514,0.0008204473,0.0001375654
-3.939825e-06,-3.030485e-06,-2.939536e-06,-2.897398e-06,-2.884621e-06,-2.877043e-06,-2.865458e-06,-2.861506e-06,0.0004265262,0.0008204473,0.001571676,0.0002180467
1.535858e-06,1.181371e-06,1.145916e-06,1.12949e-06,1.124509e-06,1.121555e-06,1.117038e-06,1.115498e-06,9.337842e-05,0.0001375654,0.0002180467,0.0007681508
